match_id,ano,is_home,player,player_id,shot_type,situation,body_part,xg,xgot,x,y,minuto,added_time
12116979,2024,False,Mauricio Lemos,385916.0,miss,set-piece,head,0.037168845534325,0.0,9.7,39.5,37,0.0
12116979,2024,True,Félix Torres,881848.0,miss,corner,head,0.017008803784847,0.0,10.8,43.6,30,0.0
12116979,2024,True,Rodrigo Garro,994454.0,miss,free-kick,left-foot,0.039144605398178,0.0,26.9,58.5,24,0.0
12116979,2024,True,Ángel Romero,1197041.0,block,assisted,left-foot,0.03460094705224,0.0,21.2,53.1,21,0.0
12116979,2024,False,Igor Gomes,913598.0,save,assisted,left-foot,0.061881378293037,0.2938,14.1,56.2,14,0.0
12116979,2024,True,Rodrigo Garro,994454.0,save,free-kick,left-foot,0.0555055513978,0.1932,22.1,65.8,2,0.0
12116980,2024,True,Pablo Maia,1120721.0,miss,assisted,right-foot,0.023927154019475,0.0,23.5,43.0,90,5.0
12116980,2024,True,André Silva,925072.0,goal,assisted,left-foot,0.036239136010408,0.1644,22.0,65.2,84,0.0
12116980,2024,True,Pablo Maia,1120721.0,miss,corner,right-foot,0.017120307311416,0.0,27.3,50.3,82,0.0
12116980,2024,False,Imanol Machuca,974698.0,goal,fast-break,left-foot,0.15178106725216,0.5527,13.2,36.8,80,0.0
12116980,2024,True,William Gomes,1639250.0,save,assisted,left-foot,0.10637030005455,0.1218,12.2,38.7,71,0.0
12116980,2024,False,Imanol Machuca,974698.0,miss,fast-break,left-foot,0.07998638600111,0.0,15.4,30.3,69,0.0
12116980,2024,False,Juan Martín Lucero,359024.0,goal,assisted,right-foot,0.073539085686207,0.5492,9.6,58.9,66,0.0
12116980,2024,True,William Gomes,1639250.0,miss,regular,head,0.039088152348995,0.0,11.1,46.6,66,0.0
12116980,2024,False,Hércules,1104068.0,block,assisted,right-foot,0.012129125185311,0.0,29.1,53.4,57,0.0
12116980,2024,True,Jonathan Calleri,340519.0,miss,corner,head,0.014709589071572,0.0,12.5,52.1,45,3.0
12116980,2024,True,Alisson,291723.0,save,regular,right-foot,0.10350448638201,0.333,14.8,53.2,30,0.0
12116980,2024,True,Michel Araújo,924857.0,save,regular,left-foot,0.052787587046623,0.0373,18.4,35.4,29,0.0
12116980,2024,True,Jonathan Calleri,340519.0,block,assisted,right-foot,0.021377898752689,0.0,6.0,71.1,24,0.0
12116980,2024,True,Robert Arboleda,338937.0,save,corner,head,0.011971324682236,0.0462,11.8,42.5,22,0.0
12116980,2024,True,Igor Vinícius,840119.0,block,corner,right-foot,0.021637862548232,0.0,9.8,70.5,22,0.0
12116980,2024,True,Pablo Maia,1120721.0,block,corner,right-foot,0.031906571239233,0.0,22.3,49.9,21,0.0
12116980,2024,True,Luciano,282557.0,post,assisted,left-foot,0.014822977595031,0.0,27.1,66.1,21,0.0
12116980,2024,True,Jonathan Calleri,340519.0,block,assisted,head,0.02953440323472,0.0,12.2,51.7,17,0.0
12116980,2024,False,Tomás Pochettino,824626.0,miss,assisted,right-foot,0.016145758330822,0.0,32.4,61.5,13,0.0
12116980,2024,False,Bruno Pacheco,870691.0,miss,set-piece,head,0.025327168405056,0.0,13.3,68.9,4,0.0
12116981,2024,True,Gonzalo Mastriani,345847.0,goal,set-piece,head,0.21785995364189,0.7525,4.0,44.0,82,0.0
12116981,2024,True,Fernandinho,13630.0,save,assisted,right-foot,0.087496854364872,0.1726,14.3,40.9,75,0.0
12116981,2024,True,Pablo,374486.0,miss,assisted,right-foot,0.035637672990561,0.0,22.5,40.1,70,0.0
12116981,2024,True,Agustín Canobbio,846413.0,miss,regular,right-foot,0.0848134085536,0.0,13.2,52.8,68,0.0
12116981,2024,True,Pablo,374486.0,save,assisted,right-foot,0.083524905145168,0.0436,15.4,59.7,66,0.0
12116981,2024,True,Agustín Canobbio,846413.0,save,assisted,head,0.030461549758911,0.1369,12.5,49.3,60,0.0
12116981,2024,True,Julimar,1167536.0,save,fast-break,right-foot,0.50982862710953,0.6259,11.5,37.7,57,0.0
12116981,2024,False,Derik Lacerda,994190.0,miss,regular,right-foot,0.30755111575127,0.0,7.9,50.0,56,0.0
12116981,2024,True,Tomás Cuello,871273.0,miss,assisted,right-foot,0.043960094451904,0.0,23.4,41.5,49,0.0
12116981,2024,True,Julimar,1167536.0,miss,assisted,head,0.14682950079441,0.0,6.2,54.6,45,3.0
12116981,2024,True,Leonardo Godoy,794006.0,goal,assisted,right-foot,0.10949283838272,0.4012,9.7,65.0,39,0.0
12116981,2024,True,Agustín Canobbio,846413.0,goal,assisted,right-foot,0.14136250317097,0.2682,9.7,56.0,37,0.0
12116981,2024,True,Erick,874063.0,block,corner,head,0.016904639080167,0.0,12.2,55.1,31,0.0
12116981,2024,True,Lucas Esquivel,1087079.0,block,corner,left-foot,0.017872894182801,0.0,24.4,25.1,31,0.0
12116981,2024,True,Fernandinho,13630.0,save,regular,right-foot,0.011164120398462,0.179,22.6,31.1,30,0.0
12116981,2024,True,Kaique Rocha,963990.0,block,corner,head,0.059835761785507,0.0,9.4,50.9,27,0.0
12116981,2024,True,Tomás Cuello,871273.0,block,assisted,right-foot,0.023595362901688,0.0,15.3,24.4,27,0.0
12116981,2024,True,Pablo,374486.0,goal,corner,head,0.2406067699194,0.9143,3.9,49.5,23,0.0
12116981,2024,True,Julimar,1167536.0,block,corner,head,0.020261641591787,0.0,10.1,40.0,23,0.0
12116981,2024,True,Agustín Canobbio,846413.0,miss,regular,left-foot,0.04741482436657,0.0,14.5,26.8,19,0.0
12116981,2024,True,Julimar,1167536.0,miss,assisted,left-foot,0.028626509010792,0.0,26.8,43.8,9,0.0
12116982,2024,False,Bruno Henrique,795291.0,block,regular,right-foot,0.0052555720321834,0.0,26.1,23.8,90,16.0
12116982,2024,False,Pedro,840219.0,goal,penalty,right-foot,0.7884,0.988,11.5,50.0,90,13.0
12116982,2024,False,Giorgian de Arrascaeta,333587.0,miss,assisted,head,0.0090214814990759,0.0,16.0,68.8,90,5.0
12116982,2024,False,Ayrton Lucas,818473.0,post,regular,right-foot,0.016312796622515,0.0,23.4,29.7,90,0.0
12116982,2024,False,Carlinhos,852534.0,miss,assisted,head,0.037624318152666,0.0,9.6,44.1,80,0.0
12116982,2024,False,Matías Viña,875295.0,block,regular,head,0.019912069663405,0.0,13.4,44.5,71,0.0
12116982,2024,False,Erick Pulgar,590262.0,miss,regular,right-foot,0.027447305619717,0.0,25.5,53.8,71,0.0
12116982,2024,False,Luiz Araújo,840451.0,block,assisted,left-foot,0.057958491146564,0.0,15.0,63.0,71,0.0
12116982,2024,True,Shaylon,874723.0,post,penalty,left-foot,0.7884,0.0,11.5,50.0,71,0.0
12116982,2024,True,Emiliano Rodriguez,1177548.0,save,corner,head,0.054801475256681,0.0225,8.7,49.7,68,0.0
12116982,2024,True,Guilherme Romão,883908.0,block,set-piece,head,0.039979167282581,0.0,8.2,39.5,67,0.0
12116982,2024,True,Luiz Fernando,874143.0,goal,assisted,head,0.082771256566048,0.1458,8.9,51.1,63,0.0
12116982,2024,False,Léo Pereira,358548.0,miss,corner,head,0.041386336088181,0.0,3.3,38.9,60,0.0
12116982,2024,False,Pedro,840219.0,block,assisted,right-foot,0.033064521849155,0.0,22.2,38.7,53,0.0
12116982,2024,False,Nicolás de la Cruz,877513.0,miss,assisted,right-foot,0.015353715978563,0.0,32.0,28.1,47,0.0
12116982,2024,True,Maguinho,871209.0,miss,set-piece,right-foot,0.020858908072114,0.0,23.2,46.4,45,11.0
12116982,2024,False,Nicolás de la Cruz,877513.0,goal,free-kick,right-foot,0.037227381020784,0.6197,28.1,46.2,45,6.0
12116982,2024,True,Gabriel Baralhas,922575.0,miss,assisted,right-foot,0.027464676648378,0.0,27.2,55.0,34,0.0
12116982,2024,True,Emiliano Rodriguez,1177548.0,save,assisted,left-foot,0.29883742332458,0.3286,5.6,40.1,34,0.0
12116982,2024,False,Everton,386198.0,miss,assisted,right-foot,0.021718041971326,0.0,15.8,31.7,26,0.0
